103.5,152.5
103.5,152.5
102,151.5
102.22,151.65
106,149.5
106,149
103.5,149
106.5,149
109.5,149
110,149
108.5,149
110.5,148.5
111,149
109,149
109.5,148.5
108.5,149
108.5,148.5
109,148
109,147.5
108.5,146.5
108.5,146.5
109,146.5
109,146.5
109.5,146
110.5,146
110.5,146
111.5,146
111.5,145
111.5,145
112,146
111.5,145.5
110.5,146
111,146
110.5,146
111,148
111,147.5
112,146.5
112.5,147.5
114,147.5
115,148.5
115,149
114.5,148.5
115,149.5
115.5,150
116,150.5
116.5,149.5
116,151
116,152
116.5,153.5
116.5,153.5
117,154.5
119.5,155
119.5,154.5
120.5,155.5
120.5,155
119,155.5
116.5,156.5
115.5,156.5
119,157
120,157
120,157.5
120,158.5
121.5,159
124.5,159.5
126,160
126.5,159.5
128,161
128.5,160.5
129,162.5
129.5,163
130,164
129.5,165.5
129,166.5
130.5,167.5
132.5,168.5
135,170.5
133,171.5
134.5,171.5
137,173
138.5,173
140.5,174
141.5,174.5
143,175
144.5,176.5
145,178.5
148,179.5
149.5,180.5
151.5,181.5
153.5,181.5
158.5,182.5
163,183
164.5,183
166.5,183
171,184
173.5,183.5
179,182.5
180.5,183.5
185,184
189.5,182.5
192,182.5
195.5,181.5
196,181
198,180
199.5,177.5
201,177
207,178
208,177
206,175.5
209.5,173
211.5,172.5
215.5,172
217,172.5
218,171
221,170.5
221,168.5
221.5,168
221.5,166.5
222,166
222.5,165.5
223,165.5
223,163
224.5,163.5
226.5,162.5
227.5,162.5
228.5,162
229.5,161.5
231,162
231,161.5
231,160.5
231,160
231.5,158.5
231.5,159.5
232.5,159
232.5,157.5
233,157.5
234.5,158
235,158
236,159
236.5,158.5
237,158.5
237,158.5
237,158
236.5,157.5
235.5,157.5
235.5,157
236,157.5
236.5,157.5
237,158.5
237,158
237,158
243,161.5
238.5,158.5
238.5,157
239,158.5
238,156.5
238,158.5
237.5,157.5
238,157.5
239.5,158.5
239.5,158
239.5,158.5
239.5,158
239.5,160
239.5,160
239.5,160
239.5,160
239.5,160.5
239,160.5
239,160.5
239.5,161
240,161.5
239.5,161.5
240,162.5
240,162.5
240,163
240.5,163
240,163.5
240,164
242.5,165.5
239.5,164.5
240,165
239.5,164
242,165.5
242,165.5
240.5,166
240.5,165.5
240.5,165.5
242.5,167
