102,153.5
102,153.5
105.5,152
105,153.5
106,153
106,152.5
108,152.5
109,152.5
110.5,152.5
112.5,152.5
110.5,152
108.5,152
108.5,150
108.5,150
110.5,149
111,149
111.5,148.5
112.5,149
112.5,148.5
112.5,151
112,149
112,150
112,151
112,149.5
113.5,150
114,149.5
116,148
117,148.5
119,148.5
121,149
119,150.5
118.5,151.5
119,152
119.5,153
119,155
119.5,156
119.5,157
122,157
123.5,157.5
126,157.5
128,159
128,159
128,160.5
128,161
128.5,163
126,164.5
129.5,165
130.5,166.5
131,167
136.5,168.5
139.5,169
139,169.5
143,171.5
145.5,172
149.5,174
150.5,175
154,178.5
155.5,179.5
156.5,180.5
160.5,182.5
163,182.5
168.5,182.5
173.5,182.5
177,182.5
181,181.5
182,180.5
188,180.5
190,180.5
193.5,180.5
195,179.5
197,179.5
203.5,179
204,178
205.5,178
208.5,175.5
208,175
209,173
209.5,172
210.5,172
213.5,168
215,167
224,171.5
220,166.5
222,166.5
224,167
225,166.5
225,164.5
225.5,164.5
225.5,163.5
225,161
226.5,161.5
227,160
228.5,159.5
229.5,160
230.5,160
232,160.5
233,160.5
234,159.5
234,160.5
233.5,159
234,158.5
234.5,157.5
234,158
234.5,158
234.5,158.5
235.5,158
236.5,158.5
236,158.5
236,159
239,159
237.5,158.5
237,159.5
237.5,158
237.5,159.5
237.5,159.5
238.5,159.5
238.5,160.5
238,160.5
239,160.5
239,160.5
240,161
239.5,161
240,161
239.5,161.5
239,161.5
239.5,162
237,162.5
237.5,162.5
