193.5,204.5
193.5,204.5
193,202.5
193,202.5
192,202.5
192,201
192,201
191.5,201.5
191.5,201.5
190,202.5
189.5,197.5
189.5,197.5
189.5,201.5
189.5,201.5
189,201
189,198.5
189,198.5
187.5,198.5
187,199
186.5,198
185,197.5
185,197.5
186.5,196
185,196.5
185,196.5
185,196.5
185,196.5
185.5,196.5
182,196.5
182.5,196
183.5,195.5
183.5,195.5
172.5,193.5
172.5,193.5
172,192.5
171.5,192.5
171,192
169.5,190.5
169.5,190.5
169,190.5
171.5,191
171,191.5
167,190.5
166.5,190.5
170.5,187.5
169.5,186.5
167.5,185
164.5,185
164.5,185
160.5,183
158.5,182.5
154.5,181
154.5,180.5
154.5,180.5
151,176
149,175.5
146.5,173
143.5,173.5
143.5,173.5
140,169
140,169
134,168
132.5,167
132.5,167
130,163.5
130,163.5
129,159.5
128,159.5
128,159.5
127,155.5
127,157
123.5,158.5
122,154.5
122,154.5
120.5,154.5
120.5,156
120,151
119,150.5
119,150
119.5,150
119.5,150
117,149
117,151
116.5,148
116,150.5
116,150.5
115.5,150
116,147.5
116,147.5
114.5,146.5
114.5,146.5
114,146.5
113.5,146.5
112.5,146.5
112.5,146.5
112.5,146.5
110.5,147.5
110.5,148
111,148
111,148
111,148
111,147.5
111,147.5
110,149
109.5,148.5
109.5,148.5
108.5,148.5
108.5,148.5
108,149
108.5,149
108.5,149
108,149.5
108,149.5
108.5,150
108,149.5
108,149.5
109.5,151.5
109.5,152
103,155
108,152
104,156
109,155
109,155
104,157
104.5,156.5
104,158
