121.5,159.5
122,161.5
122,161.5
122.5,162.5
124,163.5
123.5,164.5
124,164.5
127,166
128.5,166.5
130.5,167
131,168
132.5,169
133,171
134.5,171.5
134.5,172.5
135.5,175
136.5,176
139.5,178
140,179.5
142.5,179.5
146,180.5
146,181
147.5,181
148,182.5
148.5,183
150.5,184.5
151,185.5
152.5,187.5
153.5,188.5
154,189.5
157,189.5
158.5,189.5
161,189.5
161.5,190.5
163.5,193.5
164,190.5
164.5,190.5
166,194
166.5,192
167.5,194.5
168,194
169,194.5
171,194.5
173,195
174.5,195
174,195
174,194
173.5,194.5
175,195
177.5,196
177.5,196
176.5,196.5
181,196.5
180.5,197
182,197
181,196.5
181.5,196.5
183.5,196
183.5,196
184,197
184.5,199
185,198
185.5,199.5
185.5,199
186,199.5
186.5,199
186.5,199
187.5,199.5
187.5,201
188.5,201
188.5,201
189,201.5
190.5,200.5
190,201.5
191.5,201.5
192,201.5
192,201.5
192,201
192,201.5
192.5,201.5
192.5,201
192.5,203
192.5,201.5
192.5,199.5
192.5,203
192.5,202
192.5,202.5
192.5,202
193,201
193.5,201
193.5,201.5
194,201.5
194,201.5
194,202.5
194,201.5
194.5,201.5
