176,78
174,80
172,80.5
167,81.5
168,81.5
167,82
164.5,83
164,83
160.5,84.5
158.5,83.5
156.5,84.5
154,87.5
151.5,87
151.5,90
149.5,90.5
148,91.5
147.5,93.5
146,94.5
144.5,94.5
141,97.5
137.5,98.5
135.5,100
135,101.5
133,105
132,107
131,109
130,109.5
129,110.5
127,112.5
125.5,114
123,116
121.5,117
121.5,118.5
120.5,121.5
120,123
119.5,125.5
119.5,125.5
119,127
118,128
117.5,128.5
115.5,130.5
114.5,131.5
114.5,131.5
113.5,133.5
113.5,135
114.5,135.5
115,136.5
115,135.5
114.5,136.5
114,138
113.5,135.5
113.5,139
112.5,141
111,142
110.5,138.5
112,142.5
111,142.5
111,143
111.5,142.5
111,142.5
110.5,144
110,145
109,146
109,146.5
108.5,146.5
108.5,149
109,149
109.5,149
109.5,149
109.5,151
110,151
110.5,150.5
110,150
109.5,152.5
109.5,153
108,153
108.5,153
110.5,153.5
111,153.5
111,153.5
111,153.5
115,152
