243,167
243,167
239,164.5
239,164
240.5,164
240,164
239.5,163.5
239,163.5
239,163
239,163
239,162.5
238.5,162.5
239,162
239,162
239,162
238.5,161.5
238.5,161.5
238,161
237.5,160.5
237.5,160
237,160
236.5,159
236,159.5
237,158.5
237,158.5
236.5,158.5
236,158.5
236.5,159.5
236.5,159
234.5,158.5
235.5,158.5
234.5,158.5
234,158
232,158.5
233,158
233.5,159
232,158.5
231,159
232.5,158
233,159
232.5,159.5
231.5,159
231,160
230,160
228,160
227.5,160.5
226,160
226,161
224.5,162.5
225,162.5
225,164
224.5,165
224,165.5
221.5,167
220,167
218,167.5
216.5,168.5
216.5,169.5
214,170
212.5,171
212,171.5
208.5,174
208.5,175
204.5,177.5
203,178
200,178.5
194,179
192,179
187.5,179
186,179
183.5,179.5
177,180.5
173.5,180.5
168,181
165,181
163,181
159.5,180
157.5,179
156.5,179
154.5,175.5
154.5,175.5
148.5,175
149,173
144,172
143,170
139,170
138,169.5
135.5,169
134.5,168
131,168
134.5,166
134.5,165.5
134.5,164
126.5,165.5
125.5,164.5
130.5,161.5
129.5,161
128,160
127,160
126,159.5
125.5,158.5
125,158.5
125.5,157.5
124,156.5
124.5,155.5
123,154.5
122.5,153.5
121,154
120.5,153
119.5,153
117.5,153
117,153
117,152
118,151
117,150
117,149.5
117,149.5
116,149.5
115,149
115,149
113.5,148.5
112.5,148.5
112,147.5
111.5,149
111.5,148.5
112.5,148
112,148
112,147.5
112,148
111.5,145.5
111,145
109.5,145
109.5,145
109,144.5
109.5,145
109,146
109,146
109,146.5
109.5,147
110,147
109.5,147.5
109.5,148
108.5,148.5
109.5,148.5
109.5,148.5
108.5,149
109,150
108,150.5
107.5,150.5
108,150.5
108,151.5
108,151
104,153.5
103.58,153.95
102.5,154
102.5,154.5
