171,81
165.5,84.5
163,85.5
158,87.5
156,88.5
155,89.5
151,92.5
149.5,93.5
147,94.5
145,95
143.5,96
138.5,98.5
137.5,99
135.5,102
135,102.5
135,104.5
133.5,107
132.5,108.5
132,109.5
130.5,111
130,111
128.5,112.5
127,113.5
124.5,115.5
124,116.5
122,118
122,119
122,120
121,122.5
121,124
121.5,125.5
120,125
120,125.5
119,127
118,128
117,129.5
116,130.5
115.5,131.5
115,133
115,133.5
115,134
116,134.5
116,135.5
116,135.5
116,135
116,135.5
114.5,136
114.5,137
112.5,138
112.5,139
111.5,137
113,140.5
113.5,137.5
113,139.5
113,139
112,140
113,141.5
112,139.5
111.5,140.5
110.5,145.5
110,145.5
109.5,145
109.5,143.5
108.5,147
109,147
109.5,147
110,147.5
110.5,147
110,144.5
110,146
110,146
110,146
108.5,147
109,147
109,148
110.5,148
109.5,148.5
109.5,148.5
109.5,149.5
110,150.5
109.5,150.5
109.5,150.5
110,151
110,151
110,152
102.5,154
108.5,153.5
109,154
110,152
110,152
110,154.5
110,154.5
105.5,156
105.5,156
104.5,157.5
104,157.5
