106,154
106,154
109,152.5
108,154
108,154
105,153.5
107,152
107.5,151.5
110,151
110,151
108.5,151
109,150.5
109.5,150.5
109.5,150.5
109.5,150.5
109.5,150
110,150
109.5,149
109.5,149
109.5,149
110.5,149.5
110.5,149.5
111,148
111.5,148
107,148
105.5,148
105.5,148
106.5,146
105.5,146.5
104,147
104,147.5
104,147.5
106,145.5
103.5,146
105,146
108.5,146.5
108.5,146.5
113.5,147.5
111.5,148.5
114.5,148.5
114.5,148
114.5,148
120,150.5
121.5,152
123.5,151.5
124,151
124,151
126.5,152.5
126,152.5
126.5,154
128,155
128,155
128,156.5
128,157.5
128.7,158.21
128.75,159.25
132,160
139,161.5
140,162
142.5,163.5
145.5,164
145.5,164
147,167
147,167
152.5,170.5
153.5,171.5
158,173.5
160,174
160,174
166.5,175.5
168.5,175
173.5,175.5
173,176
173,176
180,177.5
182.5,178
187,178.5
189.5,178
189.5,178
194.5,175.5
195,174
198,172.5
199.5,171
199.5,171
205,168
207.5,168
211.5,166
213.5,166
213.5,166
217.5,164
217.5,164.5
219.5,162
220.5,161.5
220.5,161.5
220.5,159
220.5,159
224.5,158.5
226,158
226,158
227.5,157.5
229.5,156.5
229.5,157
228,156
228,156.5
229,155.5
229,155.5
229,155.5
229,155.5
231,156
230,156.5
230,156.5
232,156
232.5,156
232,155.5
232,156
232,156
232,156.5
232.5,156.5
233.5,157
233.5,156.5
233.5,156.5
237.5,160.5
235.5,160.5
236,161
236,160
236,160
233,158
231.5,159
231.5,159
231.5,159
231.5,159
233,160
233,160
