244,166
243,166
243,166
243.5,165.5
243.5,165.5
243,165
242.5,165
243,165
237.5,162
237.5,162
238,161
238.5,161.5
237.5,161
238,161
238,161
237,161.5
237,162
235.5,162
235.5,162
235.5,162
235,162
235,162
234.5,162
233.5,161.5
233.5,161.5
232.5,161.5
232.5,161
232.5,161.5
232.5,160.5
232.5,160.5
231.5,159
231.5,159
229.5,157.5
229,157.5
229,157.5
226.5,157.5
229,158
228,158
228,158
228,158
227,158
227,158
224,158
224.5,158.5
225.5,158.5
224.5,159
224.5,159
224.5,161
223.5,161.5
223,160
221.5,161
221.5,161
218,160.5
218.5,161
210.5,163
209.5,164
209.5,164
204.5,168.5
205,169.5
200,172.5
195,172.5
195,172.5
187.5,172.5
185,173
181,174
178.5,174
178.5,174
168.5,174.5
165,175
158,173.5
156,172
156,172
151,167
151,167
147,162.5
146,161.5
146,161.5
139,160
139,160
136.28,158.88
131.5,158
131,159
129.5,154.5
130,154.5
129.5,152
129,150.5
127,150.5
126.5,150.5
126.5,150.5
123.5,150
121.5,152
121,151.5
120.5,152
120.5,152
120.5,148.5
120.5,148.5
120.5,152
119.5,151.5
119.5,151.5
117.5,153
117,153.5
117,153
117.5,153
117.5,153
117.5,152.5
116.5,150
115,152.5
115.5,149
115.5,149
114.5,152
113.5,150
112,151
111.5,151
111.5,151
111.5,148
112,151.5
112,152.5
112,152
112,152
111,151.5
111,151.5
110,151
109.5,151.5
109.5,151.5
109,150
109,150
109,150.5
108.5,152
109,150
107,149.5
107,149.5
107.5,150
107.5,150.5
107.5,150.5
107.5,150.5
107.5,150.5
107.5,150.5
107,150.5
108,150.5
107.5,150.5
107.5,150.5
107,150.5
107,150.5
106.5,151
106.5,151
107.5,152
107,152.5
107,152.5
108,152.5
107.5,152.5
107.5,152.5
107,153
107,153
107,153.5
106,153.5
106,153.5
106,154
105.5,153.5
106,154
106,154
106,154
105.5,154
105,154
105.5,151.5
105.5,154
105.5,154
104.5,154.5
104.5,154.5
101,155
100.5,154.5
104,155
104,154.5
104,154.5
104,155
104,155
104,155
104,155
104,155
104.5,155
104.55,155.05
104.5,155
