107,154.5
105,153
106.5,152.5
107,153.5
107.5,153
107.5,153
105.5,153
108,152.5
109,152.5
106,152
106,152
109.5,151.5
109,151
109.5,151.5
109,151
110,151
110,150.5
110.5,150.5
111,150
112,150
112,148.5
112,148.5
112,149
112,149.5
112,150
112.5,153
112,153.5
113.5,153.5
114,151
115.5,151.5
116.5,154
117,154
117.5,154.5
117.5,155
117.5,155.5
117.5,155.5
117.5,156
118,157
119,158
121,158.5
121.5,158.5
123,159.5
124.5,161
124.5,161.5
125.5,162
128.5,162.5
126.5,164
129.5,165.5
131.5,167
133,169
134.5,169.5
135.5,170.5
133.5,171
133.5,171
135.5,172.5
140.5,173
142.5,174.5
142.5,176
143,177
145,179
146.5,177.5
148.5,182.5
149,183
151.5,183.5
155,184
156.5,184
158.5,185
159,185.5
160,186
161,188
162,188.5
164.5,190
164.5,191
166,191
166.5,191
167.5,191
169,191
170.5,191
170.5,191
172,192
172.5,192
174,193.5
174,193.5
175.5,195
176,195.5
177,195
178.5,195
179.5,195
179,195
179,195
179.5,195
181.5,196
182,196.5
184.5,197
184,197
185,197
186,197
186.5,197
187.5,197
187.5,197
187.5,197
189,201
190,199
190,199
190.5,200.5
190.5,201
191.5,201
191.5,201
192.5,201
192.5,201
192.5,201
192.5,201.5
193.5,201
193.5,201
193.5,201
194,201
194.5,201.5
194.5,201.5
194.5,201
