192,202.5
192.5,205
192,202.5
191.5,202
191.5,203
190.5,203
191,202.5
191.5,202.5
191,202.5
189.5,202.5
190,202.5
190.5,202
189.5,201.5
188.5,199.5
188,199.5
188,200
187,199
186,198.5
186,198
185,197
185,196.5
184.5,196.5
185,196.5
186,196.5
183.5,197
183.5,196.5
176.5,197
176,196.5
177,196.5
175.5,194.5
174,194
173.5,194
172,193
171.5,194
172,194
172,193.5
172.5,193
172.5,193
167,192.5
166,192
164.5,191.5
164.5,190.5
164,189
162,189
160.5,188
160,188
159,187.5
156,187.5
155,187
151.5,186
149,186
148.5,184.5
146.5,181
147,180
145.5,178.5
143.5,177.5
143.5,176.5
141.5,176
140.5,175.5
137.5,176
136.5,175.5
134.5,174.5
132.5,171.5
134.5,170
132.5,167.5
134,166.5
131.5,166
131.5,164.5
130,164
127.5,162
127.5,162
125,159
123.5,158
123,158
121,154.5
121,154.5
120,152.5
120.5,151.5
119.5,151
118.5,149.5
117.5,149.5
116.5,148.5
115,148.5
114.5,148
114,146.5
113.5,146.5
114.5,146
114.5,144
114.5,144
114,144.5
113.5,143.5
112.5,144.5
112.5,143
111.5,143.5
110.5,142
109.5,140.5
110.5,138.5
110,139
110.5,140
110.5,139
110.5,139
110.5,139
110,142.5
109.5,142
108.5,145
108.5,145.5
108,146
109,145.5
108.5,146
108,146.5
109,147
110,147.5
109,147.5
109.5,148
109,148.5
109.5,149
109.5,150.5
108.5,151
108.5,152
108.5,152.5
108,152
109,152
109,152.5
109,153
109,153
109.5,153
109.5,154.5
104,155.5
