108.5,151
106.5,151.5
106.5,151.5
107.5,150.5
107.5,150.5
109,149.5
104,150
104,149
109,147.5
109,147.5
109,146
109,146
108.5,145.5
109,143
108.5,141.5
108,138
108.5,138
108.5,137.5
110,136.5
109.5,136
110,134.5
110,134.5
111,134
110.5,133.5
110,133
110.5,133
110.5,133
111.5,130
112,129
112.5,127
114.5,126.5
114.5,129
114,128.5
114,128.5
114,128.5
114.5,127
114,127
114.5,126.5
114.5,125.5
116,124.5
118,123.5
119,123
120,121.5
120,120
120.5,119
121,117
121.5,116
122.5,113.5
123.5,111.5
124,110.5
127,108.5
129,107.5
132,105.5
131.5,105
132.5,103
134.5,101
135,99
136.5,96.5
138.5,95
139,92.5
142.5,90.5
145,90
150.5,89
152,88.5
153.5,88.5
156.5,87
158,86.5
161,85
162.5,83.5
165,81
167.5,80
169,79
172.5,80
174.5,80.5
176.5,80
177,80.5
179,81
182.5,80
184.5,80
188,79
188.5,79
189.5,79
192.5,80
193.5,80
195,82
196,82.5
195.5,84
199.5,81.5
199,82.5
202.5,81
203.5,80.5
203.5,81.5
204,80.5
205,80.5
206.5,82
206.5,82.5
207.5,82.5
209,82.5
210,83
211.5,83
212.5,82.5
212.5,82.5
212.5,83.5
212,83.5
211,84.5
210.5,85
210,84.5
209.5,85
209.5,85
208.5,85.5
208,85.5
207,86.5
205.5,86.5
205,86.5
203.5,86
204,86
203,85.5
202,85.5
203,84
202.5,83
202,83.5
202,83.5
201.5,83.5
201.5,83.5
201.5,83
201.5,83
201.5,82.5
201.5,82.5
201.5,81.5
202,81
202,81
202,81.5
202,82
203,81.5
202.5,81.5
203,81.5
203.5,82
203,82
203.5,81.5
203.5,82.5
203.5,82.5
203,81.5
203,82.5
202.5,84
203,84.5
203,84.5
203,84
204.5,84.5
203,83
204.5,83
204.5,83
204.5,84.5
204.5,83
204.5,83
203,83
203,83
204,84.5
203.5,83
203.5,85.5
203.5,85
203,84.5
203,84.5
203,85.5
203.5,84.5
203,86
203.5,84.5
203.5,84.5
203.5,84.5
203.5,84.5
203.5,84.5
204,83.5
203.5,84.5
203.5,84.5
203,84.5
203.5,84.5
203,84.5
203.5,84.5
203.5,84.5
203.5,83.5
203,84.5
203,86
203.5,83.5
203,84.5
203.5,86
203.5,84.5
203,84.5
203,84.5
203,84.5
203,84.5
203.5,84.5
204,83.5
203,84.5
203,84.5
203.5,83
203,84.5
203,84.5
203.5,84.5
204,83
204,83.5
204,83.5
203.5,84.5
203.5,84.5
203.5,85
204,83.5
203.5,84.5
203,84.5
203.5,83.5
203.5,84.5
203,84.5
203.5,84.5
203.5,84.5
204,83.5
203.5,83.5
203,83.5
203.5,84.5
203.5,84.5
203.5,84.5
203.5,83
203.5,83.5
203,85
203.5,83
203,84.5
203.5,83
203,84.5
203.5,83
203.5,84.5
203.5,84.5
204,83
204,83.5
203,84.5
203,85
204,83.5
203.5,84.5
203.5,84
204,83
204,83
203,85
203.5,84.5
204,83
204,83
204,83.5
204,83
203.5,84.5
205,83.5
204.5,83
204.5,83.5
204.5,83.5
204.5,83
204,83
204.5,83
205,83
204.5,83
204.5,83
204,83
204.5,83.5
205,83
204.5,83
205,83
203.5,84.5
204.5,83
205,83.5
205,83
205,83
205.5,83
205,83.5
205,84.5
205,83.5
205,83
205,83.5
205.5,83.5
204.5,84.5
205,83
204.5,83.5
205,83
205,83
204.5,84.5
205,83
205,83.5
204.5,83
204.5,83
205,83
205,83
205,83
204.5,83.5
204.5,83.5
204.5,83
205,83.5
205,83
204.5,83
204.5,83
205,83
204.5,83
205,83
205,84.5
205,83
205,83
205,83
204.5,83
205,83.5
205,83
205,83
204.5,83
205,83
204.5,83
204.5,83
205,83
205,83
204.5,83
205,83
204.5,84.5
204.5,83.5
204.5,83
204.5,83
205,83
204.5,83
204.5,83
205,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
205,83
204.5,83
204.5,83
204.5,83
205,83
204.5,83
204.5,83
205,83
205,83
205,83
205,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
205,83
204.5,83
205,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83.5
204.5,83
204.5,83
204.5,83
204.5,83.5
204.5,83
204.5,83.5
204.5,83.5
204.5,83
204.5,83.5
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
205,83
204.5,83
204.5,83
204.5,83
204.5,83
204,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
204.5,83
205,83
204,83
204.5,83
204.5,83
204,83.5
204,83.5
204.5,83.5
204,83.5
204,83.5
204.5,83.5
203.5,83.5
204,83
204,83
204.5,83.5
204,83.5
204,83.5
204.5,83.5
204.5,83.5
204,83
204,83.5
204.5,83.5
204,83.5
204,83
204.5,83.5
204.5,83.5
203.5,83.5
204.5,83
203.5,83.5
203.5,83.5
204,83.5
204.5,83
204,83.5
204,83
204.5,83
205,83
204,83.5
204.5,83.5
204.5,83.5
204,83.5
204,84
204.5,83
204,82.5
204,83
204,83
204,82.5
203.5,84
205,82.5
204,83
204,82.5
204,83.5
204.5,83
203.5,83.5
204,82.5
203.5,83.5
205,83
203.5,83.5
204.5,82.5
204.5,82.5
204,82.5
204.5,82.5
204,83.5
204.5,83.5
204,83
205,84
203.5,83
203.5,83
204,83
205,83.5
204,83.5
204,83.5
204.5,82.5
204.5,83.5
206,83.5
204,82.5
205,83.5
204,82.5
204.5,83
204.5,83.5
204.5,82.5
203.5,84
205.5,83.5
204,83.5
204,83
204,83.5
206.5,83.5
204.5,83.5
203.5,83
205,83.5
204,83.5
204,83.5
204,83.5
203.5,83.5
204.5,83.5
204.5,83.5
206.5,83.5
206,83.5
204,83
205.5,83.5
206.5,83.5
204,83
206.5,83.5
206.59,83.49
204,83.5
